"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"32000","Nevada","8","CA1","2","...","Population (persons) 1/",480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2703230,2717951,2754354,2790136
"32000","Nevada","8","CA1","3","...","Per capita personal income (dollars) 2/",4702,5138,5445,5783,6296,6654,7225,7874,8698,9908,10808,11803,12836,13203,13709,14587,15465,16225,17004,18405,19588,20475,21198,22563,23349,24348,25330,26591,27479,28564,29706,31208,31767,31866,33310,35680,38583,39841,40837,39911,36840,36657,37445,39229,39235
"32998","Nevada (Metropolitan Portion)","8","CA1","1","...","Personal income (thousands of dollars)",1924795,2165447,2421802,2692002,3046477,3398672,3855223,4412190,5129485,6225081,7260433,8313906,9463229,10139751,10793714,11755242,12837884,13939578,15228574,17184051,19345081,21871126,24082704,26789426,28981570,32201597,35443180,39221355,42961328,47092181,51388785,56561696,60142817,62671705,67754983,75685993,85063731,91155097,96257739,95752837,89134576,89081690,91186009,96760926,98094602
"32998","Nevada (Metropolitan Portion)","8","CA1","2","...","Population (persons) 1/",402088,414958,440681,463563,483385,509044,529932,555293,586091,621579,661651,698414,729915,758395,777811,798368,821165,848043,886417,930184,981842,1056062,1124671,1174144,1228198,1309980,1383861,1459353,1547118,1630102,1709432,1791259,1869313,1943171,2015113,2105076,2182050,2263550,2335829,2386793,2416595,2434395,2450208,2485293,2519621
"32998","Nevada (Metropolitan Portion)","8","CA1","3","...","Per capita personal income (dollars) 2/",4787,5218,5496,5807,6302,6677,7275,7946,8752,10015,10973,11904,12965,13370,13877,14724,15634,16437,17180,18474,19703,20710,21413,22816,23597,24582,25612,26876,27769,28889,30062,31577,32174,32252,33623,35954,38983,40271,41209,40118,36884,36593,37216,38933,38932
"32999","Nevada (Nonmetropolitan Portion)","8","CA1","1","...","Personal income (thousands of dollars)",332120,368638,409504,469802,535531,571890,623040,680964,768678,902204,1009047,1249398,1416908,1499443,1571524,1736612,1869765,1971260,2173290,2601630,2933911,3122505,3392901,3701981,3968409,4302756,4617700,5087775,5515305,5842483,6084591,6439150,6517175,6597632,7153414,8026417,8776529,9351003,9961795,10155640,9768054,10009828,10587643,11288676,11376560
"32999","Nevada (Nonmetropolitan Portion)","8","CA1","2","...","Population (persons) 1/",77912,78265,79308,83173,85525,87669,89915,91530,92043,97766,103470,111801,117741,123143,124167,126553,129867,132571,136957,144839,155540,164633,171500,177223,183017,189318,197717,206967,216986,223089,225286,227482,229086,230620,233737,241146,250093,259108,265243,266837,268070,268835,267743,269061,270515
"32999","Nevada (Nonmetropolitan Portion)","8","CA1","3","...","Per capita personal income (dollars) 2/",4263,4710,5163,5648,6262,6523,6929,7440,8351,9228,9752,11175,12034,12176,12657,13722,14398,14869,15868,17962,18863,18966,19784,20889,21683,22728,23355,24583,25418,26189,27008,28306,28449,28608,30605,33284,35093,36089,37557,38059,36438,37234,39544,41956,42055
"33000","New Hampshire","1","CA1","1","...","Personal income (thousands of dollars)",2788141,2974271,3228188,3569215,4015901,4422445,4815390,5442054,6153548,7095505,8108577,9271818,10503440,11566299,12712732,14381628,15891004,17587423,19462932,21419960,22923280,23022401,23780781,24939920,25778219,27562984,29283501,31012648,33314421,36146245,38128370,42503727,44115391,44966108,46242448,49312433,51009796,54511073,56943694,58405586,57663794,59199357,62824576,66155442,67513196
"33000","New Hampshire","1","CA1","2","...","Population (persons) 1/",724000,741932,762173,781699,801824,817073,830025,847025,871860,893974,911893,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1316614,1318075,1321617,1323459
"33000","New Hampshire","1","CA1","3","...","Per capita personal income (dollars) 2/",3851,4009,4236,4566,5008,5413,5801,6425,7058,7937,8892,10032,11214,12204,13268,14722,15943,17158,18461,19786,20754,20696,21425,22312,22824,24124,25298,26400,28009,29974,31201,34280,35137,35432,36131,38223,39284,41663,43384,44384,43814,44963,47664,50056,51013
"33998","New Hampshire (Metropolitan Portion)","1","CA1","1","...","Personal income (thousands of dollars)",1689764,1796695,1944489,2144946,2413027,2651402,2899006,3294854,3762922,4384629,5052918,5835571,6635821,7370880,8185223,9285235,10326768,11403318,12548035,13779263,14622188,14748090,15165605,15925415,16445951,17531077,18707392,19942650,21597339,23440565,24951764,28190917,29191996,29540858,30297895,32252442,33269844,35398524,37097400,37949064,37298236,38469567,41029620,43201891,44031730
"33998","New Hampshire (Metropolitan Portion)","1","CA1","2","...","Population (persons) 1/",424248,436509,451154,460974,473230,484831,491730,504987,521592,535399,547509,555493,566690,574330,583155,597309,614158,633758,652947,667983,682278,687841,683668,690120,699020,707522,716938,728548,739175,750685,761288,773404,784728,791694,796200,801457,806252,812150,814710,817012,818265,819514,821820,825547,827712
"33998","New Hampshire (Metropolitan Portion)","1","CA1","3","...","Per capita personal income (dollars) 2/",3983,4116,4310,4653,5099,5469,5896,6525,7214,8189,9229,10505,11710,12834,14036,15545,16815,17993,19218,20628,21431,21441,22183,23076,23527,24778,26093,27373,29218,31226,32776,36450,37200,37313,38053,40242,41265,43586,45534,46449,45582,46942,49925,52331,53197
"33999","New Hampshire (Nonmetropolitan Portion)","1","CA1","1","...","Personal income (thousands of dollars)",1098377,1177576,1283699,1424269,1602874,1771043,1916384,2147200,2390626,2710876,3055659,3436247,3867619,4195419,4527509,5096393,5564236,6184105,6914897,7640697,8301092,8274311,8615176,9014505,9332268,10031907,10576109,11069998,11717082,12705680,13176606,14312810,14923395,15425250,15944553,17059991,17739952,19112549,19846294,20456522,20365558,20729790,21794956,22953551,23481466
"33999","New Hampshire (Nonmetropolitan Portion)","1","CA1","2","...","Population (persons) 1/",299752,305423,311019,320725,328594,332242,338295,342038,350268,358575,364384,368757,369931,373390,374979,379554,382595,391296,401342,414593,422245,424543,426261,427664,430438,435038,440623,446171,450250,455255,460726,466478,470789,477395,483640,488664,492240,496239,497830,498894,497837,497100,496255,496070,495747
"33999","New Hampshire (Nonmetropolitan Portion)","1","CA1","3","...","Per capita personal income (dollars) 2/",3664,3856,4127,4441,4878,5331,5665,6278,6825,7560,8386,9318,10455,11236,12074,13427,14543,15804,17229,18429,19659,19490,20211,21078,21681,23060,24003,24811,26024,27909,28600,30683,31699,32311,32968,34911,36039,38515,39866,41004,40908,41701,43919,46271,47366
"34000","New Jersey","2","CA1","1","...","Personal income (thousands of dollars)",32545792,35351558,38133439,41444820,45038421,48927606,52917200,57351024,62745791,69672031,77334636,86934922,97038582,104825680,113436216,125640359,134879878,144343401,155764130,171076670,183674052,192477565,195941509,210678347,217174501,224901516,239229244,253096819,269675555,286970450,300201448,330112256,341587110,346412924,354224079,371906253,387156824,416264340,439061386,451184309,440110350,448421829,471193336,487127416,492896761
"34000","New Jersey","2","CA1","2","...","Population (persons) 1/",7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8802707,8836639,8867749,8899339
"34000","New Jersey","2","CA1","3","...","Per capita personal income (dollars) 2/",4587,4917,5237,5649,6140,6670,7208,7809,8546,9471,10489,11786,13100,14107,15190,16718,17828,18937,20306,22182,23773,24794,25074,26734,27321,28063,29596,31056,32812,34627,35911,39156,40221,40504,41182,43072,44748,48058,50595,51794,50266,50941,53323,54932,55386
"34998","New Jersey (Metropolitan Portion)","2","CA1","1","...","Personal income (thousands of dollars)",32545792,35351558,38133439,41444820,45038421,48927606,52917200,57351024,62745791,69672031,77334636,86934922,97038582,104825680,113436216,125640359,134879878,144343401,155764130,171076670,183674052,192477565,195941509,210678347,217174501,224901516,239229244,253096819,269675555,286970450,300201448,330112256,341587110,346412924,354224079,371906253,387156824,416264340,439061386,451184309,440110350,448421829,471193336,487127416,492896761
"34998","New Jersey (Metropolitan Portion)","2","CA1","2","...","Population (persons) 1/",7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8802707,8836639,8867749,8899339
"34998","New Jersey (Metropolitan Portion)","2","CA1","3","...","Per capita personal income (dollars) 2/",4587,4917,5237,5649,6140,6670,7208,7809,8546,9471,10489,11786,13100,14107,15190,16718,17828,18937,20306,22182,23773,24794,25074,26734,27321,28063,29596,31056,32812,34627,35911,39156,40221,40504,41182,43072,44748,48058,50595,51794,50266,50941,53323,54932,55386
"34999","New Jersey (Nonmetropolitan Portion)","2","CA1","1","...","Personal income (thousands of dollars)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34999","New Jersey (Nonmetropolitan Portion)","2","CA1","2","...","Population (persons) 1/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34999","New Jersey (Nonmetropolitan Portion)","2","CA1","3","...","Per capita personal income (dollars) 2/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35000","New Mexico","6","CA1","1","...","Personal income (thousands of dollars)",3124513,3477754,3846898,4322426,4841784,5437939,6194704,6902885,7725531,8850109,9989809,11214371,12683337,13844641,14832861,16214669,17530778,18251092,19047646,20103906,21545298,23028647,24657151,26510800,28505742,30450588,32710778,34362689,36076836,38141735,39320403,42647413,46211677,47836076,49414138,52314496,56233308,60090836,63643408,67188091,66241297,68505892,72234158,74601613,74996363
"35000","New Mexico","6","CA1","2","...","Population (persons) 1/",1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064982,2077919,2083540,2085287
"35000","New Mexico","6","CA1","3","...","Per capita personal income (dollars) 2/",3091,3399,3652,4010,4385,4814,5328,5776,6305,7070,7801,8565,9517,10151,10638,11445,12188,12477,12883,13490,14326,15135,15854,16617,17419,18100,19014,19610,20327,21267,21747,23417,25229,25783,26318,27479,29102,30625,31980,33416,32522,33175,34763,35805,35965
"35998","New Mexico (Metropolitan Portion)","6","CA1","1","...","Personal income (thousands of dollars)",1770509,1980809,2242968,2559567,2865102,3247618,3658982,4156348,4688566,5444291,6144213,6931514,7825035,8339610,9066248,10021884,10972102,11702883,12356734,13119657,14106896,15225474,16321552,17626028,19052705,20587724,22274402,23435867,24678395,26137738,27029503,29515125,32034132,33161366,34102982,36019039,38791656,41750785,44078318,46076610,45562383,46430747,48671408,50193100,50252415
"35998","New Mexico (Metropolitan Portion)","6","CA1","2","...","Population (persons) 1/",552400,560135,581012,599284,623460,643922,663259,687080,712631,732910,756590,780795,797054,783568,802941,821463,838244,862044,883968,900530,916368,930335,953864,981290,1010784,1041314,1068767,1090721,1108415,1123984,1137121,1151162,1165230,1189165,1210939,1233746,1261169,1288767,1313853,1332847,1354413,1374584,1383068,1389212,1390183
"35998","New Mexico (Metropolitan Portion)","6","CA1","3","...","Per capita personal income (dollars) 2/",3205,3536,3860,4271,4595,5043,5517,6049,6579,7428,8121,8878,9817,10643,11291,12200,13089,13576,13979,14569,15394,16366,17111,17962,18849,19771,20841,21487,22265,23255,23770,25639,27492,27886,28162,29195,30758,32396,33549,34570,33640,33778,35191,36131,36148
"35999","New Mexico (Nonmetropolitan Portion)","6","CA1","1","...","Personal income (thousands of dollars)",1354004,1496945,1603930,1762859,1976682,2190321,2535722,2746537,3036965,3405818,3845596,4282857,4858302,5505031,5766613,6192785,6558676,6548209,6690912,6984249,7438402,7803173,8335599,8884772,9453037,9862864,10436376,10926822,11398441,12003997,12290900,13132288,14177545,14674710,15311156,16295457,17441652,18340051,19565090,21111481,20678914,22075145,23562750,24408513,24743948
"35999","New Mexico (Nonmetropolitan Portion)","6","CA1","2","...","Population (persons) 1/",458600,463071,472246,478531,480765,485646,499423,508082,512614,518938,523949,528605,535693,580254,591421,595256,600116,600684,594551,589806,587533,591239,601441,614152,625669,641084,651627,661605,666424,669500,670961,670042,666460,666144,666635,670062,671105,673370,676217,677815,682389,690398,694851,694328,695104
"35999","New Mexico (Nonmetropolitan Portion)","6","CA1","3","...","Per capita personal income (dollars) 2/",2952,3233,3396,3684,4112,4510,5077,5406,5924,6563,7340,8102,9069,9487,9750,10404,10929,10901,11254,11842,12660,13198,13859,14467,15109,15385,16016,16516,17104,17930,18318,19599,21273,22029,22968,24319,25989,27236,28933,31146,30304,31975,33911,35154,35597
"36000","New York","2","CA1","1","...","Personal income (thousands of dollars)",83912716,90165190,96393345,103115394,109639324,118077927,127411999,134844560,145556995,158639073,173503309,193125258,215186983,233417956,251802304,278970960,298828804,318903481,340451269,373919697,404207279,432241977,432468235,457252472,469616177,484639112,511331917,538041074,568356973,596149740,627668069,670894816,692353742,691894419,710421809,754041647,795490285,857560968,925463723,946880120,925702641,961811961,1012993605,1059053137,1070235797
"36000","New York","2","CA1","2","...","Population (persons) 1/",18105000,18271605,18364865,18351767,18194767,18072768,18032254,17974654,17851507,17720421,17633646,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19398228,19502728,19576125,19651127
"36000","New York","2","CA1","3","...","Per capita personal income (dollars) 2/",4635,4935,5249,5619,6026,6533,7066,7502,8154,8952,9839,10994,12249,13270,14237,15721,16796,17882,19053,20841,22477,23986,23864,25060,25557,26254,27604,28945,30464,31785,33240,35307,36281,36153,37048,39331,41578,44888,48372,49285,47946,49582,51941,54099,54462
"36998","New York (Metropolitan Portion)","2","CA1","1","...","Personal income (thousands of dollars)",79526448,85428131,91242925,97577598,103570333,111443806,120173652,127155283,137284936,149573907,163453262,181913713,202844686,220153936,237732439,263457209,282441268,301493212,322076824,354281194,382757076,409807421,409234123,432565759,444297065,458513092,484292193,509872630,539212361,565879701,596142933,637431794,657574426,656963913,673975209,715445657,755578967,815849446,881437428,900212634,878824188,913429265,962632326,1006756099,1017421012
"36998","New York (Metropolitan Portion)","2","CA1","2","...","Population (persons) 1/",16777689,16933826,17000883,16961517,16810230,16688160,16634746,16569680,16441937,16309771,16226613,16167978,16170927,16195688,16293252,16352419,16399803,16443450,16477976,16541556,16572050,16599706,16692763,16810811,16933059,17016675,17085869,17152938,17227508,17331088,17458392,17577728,17659780,17713714,17748314,17742446,17705129,17677900,17704880,17786876,17883838,17978177,18084764,18163158,18243409
"36998","New York (Metropolitan Portion)","2","CA1","3","...","Per capita personal income (dollars) 2/",4740,5045,5367,5753,6161,6678,7224,7674,8350,9171,10073,11251,12544,13593,14591,16111,17222,18335,19546,21418,23097,24688,24516,25731,26238,26945,28345,29725,31299,32651,34146,36264,37236,37088,37974,40324,42676,46151,49785,50611,49141,50808,53229,55428,55769
"36999","New York (Nonmetropolitan Portion)","2","CA1","1","...","Personal income (thousands of dollars)",4386268,4737059,5150420,5537796,6068991,6634121,7238347,7689277,8272059,9065166,10050047,11211545,12342297,13264020,14069865,15513751,16387536,17410269,18374445,19638503,21450203,22434556,23234112,24686713,25319112,26126020,27039724,28168444,29144612,30270039,31525136,33463022,34779316,34930506,36446600,38595990,39911318,41711522,44026295,46667486,46878453,48382696,50361279,52297038,52814785
"36999","New York (Nonmetropolitan Portion)","2","CA1","2","...","Population (persons) 1/",1327311,1337779,1363982,1390250,1384537,1384608,1397508,1404974,1409570,1410650,1407033,1398776,1396804,1394049,1393655,1393257,1391875,1389971,1390868,1399753,1411034,1421078,1429747,1435842,1441895,1442795,1438235,1435522,1429038,1424818,1424333,1424052,1423058,1424086,1427625,1429121,1427481,1426731,1427455,1425560,1423228,1420051,1417964,1412967,1407718
"36999","New York (Nonmetropolitan Portion)","2","CA1","3","...","Per capita personal income (dollars) 2/",3305,3541,3776,3983,4383,4791,5179,5473,5868,6426,7143,8015,8836,9515,10096,11135,11774,12526,13211,14030,15202,15787,16251,17193,17560,18108,18801,19622,20395,21245,22133,23498,24440,24528,25530,27007,27959,29236,30843,32736,32938,34071,35517,37012,37518
"37000","North Carolina","5","CA1","1","...","Personal income (thousands of dollars)",15814399,17266010,18795809,21242006,24057505,26520910,28819441,31935597,34989822,39485977,43628486,48909061,55069708,58992266,64290108,72700522,78704118,84774932,91314637,99974584,108980108,115651654,120849436,131739626,140537725,149638496,160373527,171733299,184609892,198737894,210211331,225146238,233724531,237474714,245417279,263587075,281148216,301476233,319820831,332580537,330189608,338739064,352348851,375683370,380953792
"37000","North Carolina","5","CA1","2","...","Population (persons) 1/",5031000,5099150,5200760,5296085,5382441,5461112,5535097,5593463,5668494,5740286,5801563,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9559533,9651377,9748364,9848060
"37000","North Carolina","5","CA1","3","...","Per capita personal income (dollars) 2/",3143,3386,3614,4011,4470,4856,5207,5709,6173,6879,7520,8291,9245,9801,10579,11794,12585,13410,14260,15427,16599,17355,17813,19100,19955,20820,21835,22896,24111,25449,26444,27859,28468,28521,29138,30818,32296,33808,35076,35725,34942,35435,36508,38538,38683
"37998","North Carolina (Metropolitan Portion)","5","CA1","1","...","Personal income (thousands of dollars)",12051797,13182529,14350190,16158041,18142645,20051294,21801114,24021131,26438538,29789915,33016887,37123447,41852072,45011152,49269374,55777037,60759637,65511923,70823073,77701295,84703275,89902449,93727964,102532566,109311721,116629675,125356875,134435531,144788266,156881512,166416885,178580224,185225715,189015852,195485820,210026815,224445567,242052880,257107478,267479479,264959286,272823429,284654800,304377529,309044513
"37998","North Carolina (Metropolitan Portion)","5","CA1","2","...","Population (persons) 1/",3547766,3610773,3683933,3753523,3820198,3881251,3931154,3973807,4027623,4083354,4130056,4207572,4257052,4311067,4362003,4435011,4516597,4581239,4654972,4725571,4804950,4894763,4996162,5084643,5202423,5320205,5449238,5576782,5704416,5829667,5946127,6058655,6170845,6270157,6353051,6468893,6602483,6790611,6967595,7135362,7260162,7359164,7447047,7541743,7639076
"37998","North Carolina (Metropolitan Portion)","5","CA1","3","...","Per capita personal income (dollars) 2/",3397,3651,3895,4305,4749,5166,5546,6045,6564,7295,7994,8823,9831,10441,11295,12577,13453,14300,15215,16443,17628,18367,18760,20165,21012,21922,23004,24106,25382,26911,27987,29475,30016,30145,30770,32467,33994,35645,36900,37486,36495,37073,38224,40359,40456
"37999","North Carolina (Nonmetropolitan Portion)","5","CA1","1","...","Personal income (thousands of dollars)",3762602,4083481,4445619,5083965,5914860,6469616,7018327,7914466,8551284,9696062,10611599,11785614,13217636,13981114,15020734,16923485,17944481,19263009,20491564,22273289,24276833,25749205,27121472,29207060,31226004,33008821,35016652,37297768,39821626,41856382,43794446,46566014,48498816,48458862,49931459,53560260,56702649,59423353,62713353,65101058,65230322,65915635,67694051,71305841,71909279
"37999","North Carolina (Nonmetropolitan Portion)","5","CA1","2","...","Population (persons) 1/",1483234,1488377,1516827,1542562,1562243,1579861,1603943,1619656,1640871,1656932,1671507,1691408,1699601,1708041,1715056,1728993,1737360,1740337,1748721,1755020,1760512,1769253,1788118,1812571,1840395,1867193,1895436,1923888,1952409,1979454,2003234,2022959,2039277,2056044,2069450,2084259,2102924,2126659,2150442,2174087,2189404,2200369,2204330,2206621,2208984
"37999","North Carolina (Nonmetropolitan Portion)","5","CA1","3","...","Per capita personal income (dollars) 2/",2537,2744,2931,3296,3786,4095,4376,4887,5211,5852,6349,6968,7777,8185,8758,9788,10329,11069,11718,12691,13790,14554,15168,16114,16967,17678,18474,19387,20396,21145,21862,23019,23782,23569,24128,25698,26964,27942,29163,29944,29794,29957,30710,32314,32553
"38000","North Dakota","4","CA1","1","...","Personal income (thousands of dollars)",1994339,2104730,2426531,2889855,4038581,4003286,4200486,4116360,4275591,5370299,5513129,5277957,6912790,7485805,7885941,8491449,8781408,8908968,9159694,8468691,9500748,10284578,10404127,11404890,11556804,12538394,12567744,14058995,13795443,15129325,15259954,16610687,16961960,17312228,18904860,19239469,20421578,21357982,23608374,26906078,26635615,29182107,32783002,39493019,38471723
"38000","North Dakota","4","CA1","2","...","Population (persons) 1/",621000,618851,626659,630937,632411,634212,638469,645293,649168,650648,652152,654380,659504,668972,676687,680499,676979,669513,661141,655330,646351,637685,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,674344,684867,701345,723393
"38000","North Dakota","4","CA1","3","...","Per capita personal income (dollars) 2/",3211,3401,3872,4580,6386,6312,6579,6379,6586,8254,8454,8066,10482,11190,11654,12478,12971,13307,13854,12923,14699,16128,16365,17870,18023,19445,19400,21617,21233,23365,23686,25872,26542,27128,29594,29842,31608,32888,36164,40917,40055,43275,47868,56310,53182
"38998","North Dakota (Metropolitan Portion)","4","CA1","1","...","Personal income (thousands of dollars)",688149,760945,861904,978144,1217864,1301719,1422767,1554255,1678550,1995439,2149747,2246392,2640534,2879998,3061690,3257219,3409721,3603249,3808780,3862576,4186013,4465951,4666367,5054514,5274562,5663067,5928485,6337287,6610130,7108264,7359685,7984185,8219718,8561102,9033212,9596483,10125180,10821557,11604355,12729177,12806785,13630890,14983513,16712005,16931653
"38998","North Dakota (Metropolitan Portion)","4","CA1","2","...","Population (persons) 1/",200029,202480,207260,210949,215200,218612,220753,227079,231719,235024,238597,241214,243586,246829,251854,256501,258911,260168,260697,262358,263109,264008,266342,271187,275018,279420,282939,285910,287652,288255,288849,290703,292376,294868,297844,304479,307752,313297,317391,322489,327533,332450,336557,344309,355759
"38998","North Dakota (Metropolitan Portion)","4","CA1","3","...","Per capita personal income (dollars) 2/",3440,3758,4159,4637,5659,5954,6445,6845,7244,8490,9010,9313,10840,11668,12157,12699,13169,13850,14610,14723,15910,16916,17520,18638,19179,20267,20953,22165,22980,24660,25479,27465,28114,29034,30329,31518,32900,34541,36562,39472,39101,41001,44520,48538,47593
"38999","North Dakota (Nonmetropolitan Portion)","4","CA1","1","...","Personal income (thousands of dollars)",1306190,1343785,1564627,1911711,2820717,2701567,2777719,2562105,2597041,3374860,3363382,3031565,4272256,4605807,4824251,5234230,5371687,5305719,5350914,4606115,5314735,5818627,5737760,6350376,6282242,6875327,6639259,7721708,7185313,8021061,7900269,8626502,8742242,8751126,9871648,9642986,10296398,10536425,12004019,14176901,13828830,15551217,17799489,22781014,21540070
"38999","North Dakota (Nonmetropolitan Portion)","4","CA1","2","...","Population (persons) 1/",420971,416371,419399,419988,417211,415600,417716,418214,417449,415624,413555,413166,415918,422143,424833,423998,418068,409345,400444,392972,383242,373677,369411,367036,366198,365384,364893,364472,362064,359277,355410,351320,346686,343300,340973,340226,338337,336125,335431,335080,337435,341894,348310,357036,367634
"38999","North Dakota (Nonmetropolitan Portion)","4","CA1","3","...","Per capita personal income (dollars) 2/",3103,3227,3731,4552,6761,6500,6650,6126,6221,8120,8133,7337,10272,10911,11356,12345,12849,12961,13362,11721,13868,15571,15532,17302,17155,18817,18195,21186,19845,22326,22229,24555,25217,25491,28951,28343,30432,31347,35787,42309,40982,45485,51102,63806,58591
"39000","Ohio","3","CA1","1","...","Personal income (thousands of dollars)",41814714,44121386,46947495,50934483,56459449,61841296,66118848,72467579,80258136,88745282,98026693,107003008,116329141,121659262,128976171,142435327,151309915,158423738,165991725,177986996,191496035,202763283,207108772,220875279,230156611,242833296,254220678,266366914,282135240,298553530,308765225,325227532,334890859,340894304,350423201,363906927,375515677,395209170,409460878,419149399,409592732,417929493,446184647,464780129,474973111
"39000","Ohio","3","CA1","2","...","Population (persons) 1/",10563000,10668839,10734782,10746920,10767205,10765613,10770498,10752731,10771232,10795431,10798562,10800650,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10864162,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11545435,11549772,11553031,11570808
"39000","Ohio","3","CA1","3","...","Per capita personal income (dollars) 2/",3959,4136,4373,4739,5244,5744,6139,6739,7451,8221,9078,9907,10783,11310,12012,13265,14095,14764,15427,16482,17683,18663,18921,20026,20733,21774,22693,23692,25018,26394,27239,28620,29409,29882,30645,31776,32758,34422,35604,36399,35527,36199,38631,40230,41049
"39998","Ohio (Metropolitan Portion)","3","CA1","1","...","Personal income (thousands of dollars)",34786459,36677024,38806854,42171842,46512650,50869231,54359450,59408133,65807730,72706871,80176464,87537486,95386859,99820028,105982394,116593066,124196434,130271094,136634047,146886964,158079710,167583686,171213823,182111028,189894815,199923151,209647105,219220892,231894667,245924618,254796888,268684774,276447406,281659593,289184366,300436927,310579912,327509023,338614255,346140070,337564841,344679186,367841877,384472760,392319890
"39998","Ohio (Metropolitan Portion)","3","CA1","2","...","Population (persons) 1/",8488601,8572766,8611672,8591184,8591997,8580179,8559501,8537468,8539162,8545474,8535605,8530259,8521749,8495440,8479998,8481993,8481706,8483633,8506740,8540072,8563040,8594390,8663642,8731881,8788986,8824548,8858326,8887156,8911632,8939721,8961144,8986447,9008672,9023528,9044517,9058378,9067816,9081935,9099599,9114641,9132876,9151508,9160083,9171616,9194262
"39998","Ohio (Metropolitan Portion)","3","CA1","3","...","Per capita personal income (dollars) 2/",4098,4278,4506,4909,5413,5929,6351,6959,7707,8508,9393,10262,11193,11750,12498,13746,14643,15356,16062,17200,18461,19499,19762,20856,21606,22655,23667,24667,26022,27509,28434,29899,30687,31214,31973,33167,34251,36062,37212,37976,36962,37664,40157,41920,42670
"39999","Ohio (Nonmetropolitan Portion)","3","CA1","1","...","Personal income (thousands of dollars)",7028255,7444362,8140641,8762641,9946799,10972065,11759398,13059446,14450406,16038411,17850229,19465522,20942282,21839234,22993777,25842261,27113481,28152644,29357678,31100032,33416325,35179597,35894949,38764251,40261796,42910145,44573573,47146022,50240573,52628912,53968337,56542758,58443453,59234711,61238835,63470000,64935765,67700147,70846623,73009329,72027891,73250307,78342770,80307369,82653221
"39999","Ohio (Nonmetropolitan Portion)","3","CA1","2","...","Population (persons) 1/",2074399,2096073,2123110,2155736,2175208,2185434,2210997,2215263,2232070,2249957,2262957,2270391,2266587,2261645,2257633,2255750,2253220,2246639,2253341,2258482,2266176,2269772,2282120,2297550,2312154,2327906,2344425,2355671,2365725,2371815,2374310,2377096,2378732,2384361,2390271,2393873,2395504,2399278,2400869,2400750,2396020,2393927,2389689,2381415,2376546
