"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"15000","Hawaii","8","CA1","3","...","Per capita personal income (dollars) 2/",4908,5544,5798,6177,6645,7418,7926,8363,8817,9650,10578,11841,12665,13157,14237,15033,15824,16607,17437,18942,20880,22381,23188,24526,25122,25357,25702,25559,26223,26553,27463,28927,29640,30605,31814,33816,35681,37883,40046,41447,41360,41668,42989,44578,45204
"15998","Hawaii (Metropolitan Portion)","8","CA1","1","...","Personal income (thousands of dollars)",3306827,3838215,4150793,4574768,5061478,5636351,6215773,6702206,7238632,8034142,8991725,10134980,11045977,11653738,12813114,13779679,14678684,15536074,16561839,18134662,20164443,21946407,23125024,24956351,25822339,26356215,26878603,26828140,27734679,28061251,28848607,30390349,31362687,32666620,34258769,36971996,39462464,42390805,44869285,46940271,47632159,48607321,50660637,53051516,54195333
"15998","Hawaii (Metropolitan Portion)","8","CA1","2","...","Population (persons) 1/",649852,669751,684827,716318,736465,751694,764535,777084,797725,806455,822965,835444,841616,853178,869157,880760,889441,897833,908979,917839,928156,940243,956109,972544,982292,993345,999294,1004132,1009483,1011557,1005066,1005707,1015183,1025056,1031907,1048622,1061629,1072730,1073452,1085104,1096570,1111218,1122280,1133120,1143721
"15998","Hawaii (Metropolitan Portion)","8","CA1","3","...","Per capita personal income (dollars) 2/",5089,5731,6061,6387,6873,7498,8130,8625,9074,9962,10926,12131,13125,13659,14742,15645,16503,17304,18220,19758,21725,23341,24187,25661,26288,26533,26898,26718,27474,27741,28703,30218,30894,31868,33199,35258,37172,39517,41799,43259,43437,43742,45141,46819,47385
"15999","Hawaii (Nonmetropolitan Portion)","8","CA1","1","...","Personal income (thousands of dollars)",339723,391237,438482,479021,532919,728896,720215,760187,835300,928510,1058050,1323513,1342975,1421256,1605318,1673099,1773420,1930435,2059559,2319589,2690155,2974567,3233576,3460022,3641653,3755655,3883247,3938620,4037854,4207070,4389657,4713255,4974687,5272150,5545879,6095190,6663050,7226045,7818633,8276455,8068250,8217072,8531319,8916147,9272981
"15999","Hawaii (Nonmetropolitan Portion)","8","CA1","2","...","Population (persons) 1/",93148,93169,106753,101786,105386,106427,110517,115251,118024,122361,127085,132266,136579,140602,143560,147162,150257,153929,158938,161988,166432,173248,180645,186069,190546,194191,197560,199623,202157,203676,205234,207812,210765,214557,219247,224947,231100,237001,242223,247109,250147,252513,254617,256970,260333
"15999","Hawaii (Nonmetropolitan Portion)","8","CA1","3","...","Per capita personal income (dollars) 2/",3647,4199,4107,4706,5057,6849,6517,6596,7077,7588,8326,10006,9833,10108,11182,11369,11803,12541,12958,14320,16164,17169,17900,18595,19112,19340,19656,19730,19974,20656,21389,22680,23603,24572,25295,27096,28832,30490,32279,33493,32254,32541,33506,34697,35620
"16000","Idaho","7","CA1","1","...","Personal income (thousands of dollars)",2370184,2617230,2860176,3266891,3779304,4443190,4778028,5353082,5849344,6736757,7389401,8314001,9168896,9560955,10359870,11080744,11632046,11899636,12488204,13521045,14914769,16148915,16974855,18667989,20475761,21906670,23533588,25033122,26138420,28387248,30250860,32821155,34408540,35499973,36947141,40326505,42831957,47048640,49754217,50354698,49257020,50419708,53342026,56071934,58272226
"16000","Idaho","7","CA1","2","...","Population (persons) 1/",707000,717255,738749,763229,782061,807973,831981,856979,883446,910962,932636,947983,962204,973719,981866,990841,994052,990222,984997,985661,994422,1012384,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1570718,1583930,1595590,1612136
"16000","Idaho","7","CA1","3","...","Per capita personal income (dollars) 2/",3352,3649,3872,4280,4832,5499,5743,6246,6621,7395,7923,8770,9529,9819,10551,11183,11702,12017,12678,13718,14998,15951,16301,17419,18467,19130,19989,20807,21276,22668,23714,25258,26068,26485,27100,28974,29989,32035,33057,32819,31688,32100,33677,35142,36146
"16998","Idaho (Metropolitan Portion)","7","CA1","1","...","Personal income (thousands of dollars)",1318904,1459661,1620305,1838900,2098459,2438228,2733599,3106496,3472918,3996156,4411231,4899678,5380738,5687463,6134791,6652990,7086061,7316229,7678479,8331978,9179136,9955780,10632341,11835017,13044268,14206294,15275375,16147029,16990086,18528084,19940310,21950053,22919933,23738373,24843018,27060305,28883814,32118383,33639282,33577074,33075873,33844361,35560956,37277897,38776891
"16998","Idaho (Metropolitan Portion)","7","CA1","2","...","Population (persons) 1/",379197,385764,397800,413457,426178,443033,455700,472530,490069,510218,525188,534177,541899,547154,551849,560019,565520,567202,568123,571346,580086,594245,615411,636528,662183,687607,709467,728429,747192,766872,786875,808035,828460,846714,864666,886736,916729,949163,977679,999187,1014169,1025740,1039451,1052269,1067644
"16998","Idaho (Metropolitan Portion)","7","CA1","3","...","Per capita personal income (dollars) 2/",3478,3784,4073,4448,4924,5503,5999,6574,7087,7832,8399,9172,9929,10395,11117,11880,12530,12899,13516,14583,15824,16754,17277,18593,19699,20660,21531,22167,22739,24161,25341,27165,27666,28036,28731,30517,31507,33839,34407,33604,32614,32995,34211,35426,36320
"16999","Idaho (Nonmetropolitan Portion)","7","CA1","1","...","Personal income (thousands of dollars)",1051280,1157569,1239871,1427991,1680845,2004962,2044429,2246586,2376426,2740601,2978170,3414323,3788158,3873492,4225079,4427754,4545985,4583407,4809725,5189067,5735633,6193135,6342514,6832972,7431493,7700376,8258213,8886093,9148334,9859164,10310550,10871102,11488607,11761600,12104123,13266200,13948143,14930257,16114935,16777624,16181147,16575347,17781070,18794037,19495335
"16999","Idaho (Nonmetropolitan Portion)","7","CA1","2","...","Population (persons) 1/",327803,331491,340949,349772,355883,364940,376281,384449,393377,400744,407448,413806,420305,426565,430017,430822,428532,423020,416874,414315,414336,418139,425905,435157,446585,457533,467855,474654,481328,485458,488799,491395,491502,493658,498714,505066,511512,519506,527426,535133,540270,544978,544479,543321,544492
"16999","Idaho (Nonmetropolitan Portion)","7","CA1","3","...","Per capita personal income (dollars) 2/",3207,3492,3637,4083,4723,5494,5433,5844,6041,6839,7309,8251,9013,9081,9825,10277,10608,10835,11538,12524,13843,14811,14892,15702,16641,16830,17651,18721,19006,20309,21094,22123,23374,23825,24271,26266,27268,28739,30554,31352,29950,30415,32657,34591,35805
"17000","Illinois","3","CA1","1","...","Personal income (thousands of dollars)",48573584,51639877,55448181,60156806,67032643,73316761,80076194,86898537,95523493,105442335,115653149,125241655,138772527,146857362,153249974,168759007,177568936,186818289,197651128,212949388,226733168,240684022,245883654,266448883,275687097,290389571,308254207,327871691,346128946,366539679,381280390,409510667,421464471,427409459,435982090,455496017,475352326,508081357,536525695,552295230,531645236,539688876,567838737,592056538,605201478
"17000","Illinois","3","CA1","2","...","Population (persons) 1/",11039000,11124681,11205816,11258111,11260248,11273745,11306351,11360274,11406312,11434421,11422782,11434702,11443461,11423413,11408817,11412128,11399803,11387256,11391176,11390186,11409782,11453316,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12839695,12855970,12868192,12882135
"17000","Illinois","3","CA1","3","...","Per capita personal income (dollars) 2/",4400,4642,4948,5343,5953,6503,7082,7649,8375,9221,10125,10953,12127,12856,13433,14788,15576,16406,17351,18696,19872,21014,21254,22785,23344,24377,25670,27092,28404,29868,30850,32934,33748,34123,34723,36180,37697,40184,42260,43327,41545,42033,44169,46009,46980
"17998","Illinois (Metropolitan Portion)","3","CA1","1","...","Personal income (thousands of dollars)",43142431,45948091,49235383,53238378,58881767,64573902,69986151,76372300,84153604,93075594,101896892,111141961,122528142,129636642,135858020,149308716,157431200,166410478,176701452,191447183,203165481,216533966,221452084,239480276,247979442,261148794,278394776,295528347,312453457,331805660,346005329,372071900,382723193,388616006,395658198,412858320,432669655,463324016,488689009,501138297,481113533,487892327,512261586,535920530,545119058
"17998","Illinois (Metropolitan Portion)","3","CA1","2","...","Population (persons) 1/",9485482,9574081,9642769,9682647,9676883,9688735,9711982,9752217,9790598,9817687,9803957,9805817,9801466,9798252,9792319,9809506,9809306,9814450,9832404,9841586,9869815,9919196,10030614,10150941,10258953,10355717,10448516,10539475,10622212,10709259,10797384,10876512,10936343,10979759,11013293,11048030,11070117,11105626,11158865,11212621,11266836,11312258,11334010,11353810,11375781
"17998","Illinois (Metropolitan Portion)","3","CA1","3","...","Per capita personal income (dollars) 2/",4548,4799,5106,5498,6085,6665,7206,7831,8595,9480,10393,11334,12501,13231,13874,15221,16049,16956,17971,19453,20585,21830,22078,23592,24172,25218,26644,28040,29415,30983,32045,34209,34996,35394,35926,37369,39084,41720,43794,44694,42702,43130,45197,47202,47919
"17999","Illinois (Nonmetropolitan Portion)","3","CA1","1","...","Personal income (thousands of dollars)",5431153,5691786,6212798,6918428,8150876,8742859,10090043,10526237,11369889,12366741,13756257,14099694,16244385,17220720,17391954,19450291,20137736,20407811,20949676,21502205,23567687,24150056,24431570,26968607,27707655,29240777,29859431,32343344,33675489,34734019,35275061,37438767,38741278,38793453,40323892,42637697,42682671,44757341,47836686,51156933,50531703,51796549,55577151,56136008,60082420
"17999","Illinois (Nonmetropolitan Portion)","3","CA1","2","...","Population (persons) 1/",1553518,1550600,1563047,1575464,1583365,1585010,1594369,1608057,1615714,1616734,1618825,1628885,1641995,1625161,1616498,1602622,1590497,1572806,1558772,1548600,1539967,1534120,1538350,1543243,1550626,1556868,1559921,1562522,1563503,1562588,1561636,1557649,1552102,1545797,1542713,1541743,1539786,1538329,1537001,1534417,1529942,1527437,1521960,1514382,1506354
"17999","Illinois (Nonmetropolitan Portion)","3","CA1","3","...","Per capita personal income (dollars) 2/",3496,3671,3975,4391,5148,5516,6329,6546,7037,7649,8498,8656,9893,10596,10759,12137,12661,12975,13440,13885,15304,15742,15882,17475,17869,18782,19142,20699,21538,22229,22589,24035,24961,25096,26138,27656,27720,29095,31123,33340,33029,33911,36517,37069,39886
"18000","Indiana","3","CA1","1","...","Personal income (thousands of dollars)",19196644,19957960,21704434,23747835,27244965,29138385,31453320,34944329,38684710,43173082,47584673,51163222,56116626,58043254,60843539,67562548,71314913,75207916,79845442,85420078,93083059,98244577,101072972,109533617,115520579,122777770,128296155,135564282,142619965,153989340,160469821,171264554,175535050,177968204,182975959,192107485,197603199,209439355,216942867,224630600,217595909,222888326,236976626,249326268,253779172
"18000","Indiana","3","CA1","2","...","Population (persons) 1/",5143000,5203700,5249921,5296129,5329122,5349886,5351080,5371552,5405075,5446403,5474909,5490721,5480440,5467918,5450396,5458322,5459214,5454103,5473023,5491733,5523679,5557798,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6489965,6516336,6537782,6570902
"18000","Indiana","3","CA1","3","...","Per capita personal income (dollars) 2/",3733,3835,4134,4484,5112,5447,5878,6505,7157,7927,8691,9318,10239,10615,11163,12378,13063,13789,14589,15554,16852,17677,17996,19303,20129,21192,21925,22954,23949,25670,26546,28114,28646,28910,29528,30821,31472,33073,34006,34963,33687,34344,36367,38136,38622
"18998","Indiana (Metropolitan Portion)","3","CA1","1","...","Personal income (thousands of dollars)",14708910,15348606,16609322,18161343,20587748,22293341,23974577,26605134,29654709,33181979,36656810,39528595,43370251,44748636,46959816,51754201,54899763,57976132,61698241,66395491,72283054,76574782,79018143,85472624,90164011,95838677,100467527,105989016,111453854,120865509,126362464,135197186,138943717,141193774,144949317,151911990,156837183,166939829,172692981,178478252,173084878,177265562,188262200,198359174,201390408
"18998","Indiana (Metropolitan Portion)","3","CA1","2","...","Population (persons) 1/",3836485,3889834,3923335,3955070,3973665,3986832,3983589,3998687,4024661,4058206,4078218,4089805,4081895,4076381,4064855,4070358,4074740,4074930,4093152,4112661,4141483,4174127,4225334,4274498,4328386,4374590,4420758,4465260,4505452,4540739,4580991,4622271,4657022,4685056,4723793,4758966,4802499,4855245,4902806,4944762,4980584,5011187,5038742,5063487,5097472
"18998","Indiana (Metropolitan Portion)","3","CA1","3","...","Per capita personal income (dollars) 2/",3834,3946,4233,4592,5181,5592,6018,6653,7368,8177,8988,9665,10625,10978,11553,12715,13473,14228,15074,16144,17453,18345,18701,19996,20831,21908,22726,23736,24738,26618,27584,29249,29835,30137,30685,31921,32657,34383,35223,36094,34752,35374,37363,39174,39508
"18999","Indiana (Nonmetropolitan Portion)","3","CA1","1","...","Personal income (thousands of dollars)",4487734,4609354,5095112,5586492,6657217,6845044,7478743,8339195,9030001,9991103,10927863,11634627,12746375,13294618,13883723,15808347,16415150,17231784,18147201,19024587,20800005,21669795,22054829,24060993,25356568,26939093,27828628,29575266,31166111,33123831,34107357,36067368,36591333,36774430,38026642,40195495,40766016,42499526,44249886,46152348,44511031,45622764,48714426,50967094,52388764
"18999","Indiana (Nonmetropolitan Portion)","3","CA1","2","...","Population (persons) 1/",1306515,1313866,1326586,1341059,1355457,1363054,1367491,1372865,1380414,1388197,1396691,1400916,1398545,1391537,1385541,1387964,1384474,1379173,1379871,1379072,1382196,1383671,1391054,1400049,1410633,1418936,1430701,1440753,1449815,1458141,1463978,1469595,1470738,1470911,1472845,1474041,1476117,1477424,1476793,1480044,1478741,1478778,1477594,1474295,1473430
"18999","Indiana (Nonmetropolitan Portion)","3","CA1","3","...","Per capita personal income (dollars) 2/",3435,3508,3841,4166,4911,5022,5469,6074,6542,7197,7824,8305,9114,9554,10020,11390,11857,12494,13151,13795,15049,15661,15855,17186,17975,18985,19451,20528,21497,22716,23298,24542,24880,25001,25818,27269,27617,28766,29963,31183,30101,30852,32969,34570,35556
"19000","Iowa","4","CA1","1","...","Personal income (thousands of dollars)",10412467,11123890,11667961,13068180,15673043,16254203,18218475,19329915,21320508,24588967,26334656,27984190,31660479,32592481,33313065,36995882,38309511,39607030,41461193,42731445,46502714,49035173,50180914,53890448,54114052,58978727,61433617,66959477,70065667,73510318,75479423,80792442,83195875,85626638,87788749,95281044,97857691,103099998,110521134,119024332,117519661,119061922,130700812,135345650,138337469
"19000","Iowa","4","CA1","2","...","Population (persons) 1/",2805000,2828534,2851828,2860506,2864031,2867941,2881425,2903770,2914308,2919008,2916803,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050314,3064102,3075039,3090416
"19000","Iowa","4","CA1","3","...","Per capita personal income (dollars) 2/",3712,3933,4091,4568,5472,5668,6323,6657,7316,8424,9029,9603,10887,11285,11605,12942,13538,14186,14984,15435,16784,17632,17937,19121,19075,20689,21425,23250,24235,25323,25870,27583,28375,29182,29840,32259,33010,34567,36850,39455,38749,39033,42656,44014,44763
"19998","Iowa (Metropolitan Portion)","4","CA1","1","...","Personal income (thousands of dollars)",5188372,5580241,5943200,6550851,7537465,8165867,9154936,9964305,11076664,12518976,13755894,14863656,16558286,17283283,17879345,19508221,20307171,20985792,22197715,23350876,25393938,27029730,27958671,29927042,30837083,33027682,34994280,37480566,39456489,42217847,43868095,46794758,48453923,50306933,51898802,55771931,57919706,61669785,65851868,70249848,70058616,71147541,76112242,79598838,81130933
"19998","Iowa (Metropolitan Portion)","4","CA1","2","...","Population (persons) 1/",1351588,1371339,1386599,1392789,1401942,1412534,1423452,1437774,1440286,1445015,1447509,1454178,1455243,1447372,1441364,1439243,1432252,1422414,1418424,1426143,1434765,1449135,1464114,1482962,1499335,1511777,1526851,1539675,1550501,1561665,1577984,1591949,1601519,1611977,1622840,1637415,1651983,1672632,1692518,1713593,1733001,1751083,1768108,1782702,1800494
"19998","Iowa (Metropolitan Portion)","4","CA1","3","...","Per capita personal income (dollars) 2/",3839,4069,4286,4703,5376,5781,6432,6930,7691,8664,9503,10221,11378,11941,12404,13555,14178,14754,15650,16373,17699,18652,19096,20181,20567,21847,22919,24343,25448,27034,27800,29395,30255,31208,31980,34061,35061,36870,38908,40996,40426,40631,43047,44651,45060
"19999","Iowa (Nonmetropolitan Portion)","4","CA1","1","...","Personal income (thousands of dollars)",5224095,5543649,5724761,6517329,8135578,8088336,9063539,9365610,10243844,12069991,12578762,13120534,15102193,15309198,15433720,17487661,18002340,18621238,19263478,19380569,21108776,22005443,22222243,23963406,23276969,25951045,26439337,29478911,30609178,31292471,31611328,33997684,34741952,35319705,35889947,39509113,39937985,41430213,44669266,48774484,47461045,47914381,54588570,55746812,57206536
"19999","Iowa (Nonmetropolitan Portion)","4","CA1","2","...","Population (persons) 1/",1453412,1457195,1465229,1467717,1462089,1455407,1457973,1465996,1474022,1473993,1469294,1459840,1452742,1440818,1429183,1419372,1397432,1369555,1348582,1342250,1335825,1331883,1333499,1335439,1337637,1338969,1340522,1340325,1340618,1341207,1339650,1337118,1330478,1322257,1319159,1316220,1312471,1310012,1306694,1303141,1299869,1299231,1295994,1292337,1289922
"19999","Iowa (Nonmetropolitan Portion)","4","CA1","3","...","Per capita personal income (dollars) 2/",3594,3804,3907,4440,5564,5557,6217,6389,6950,8189,8561,8988,10396,10625,10799,12321,12882,13597,14284,14439,15802,16522,16665,17944,17402,19381,19723,21994,22832,23332,23597,25426,26112,26712,27207,30017,30430,31626,34185,37428,36512,36879,42121,43136,44349
"20000","Kansas","4","CA1","1","...","Personal income (thousands of dollars)",8202984,8896540,9656780,10766270,12261400,13263391,14514643,15742610,17170970,19007407,21698051,23846681,27019849,29300493,30565460,33474600,35285747,36983397,38664766,40676332,42977311,45658133,47291079,50999243,53362348,55798799,58115523,61927607,65795047,70236904,72945173,77482342,80514277,81164906,83867302,87440538,91794441,99435490,105709576,114034795,109820740,110956678,120801179,125167639,128540565
"20000","Kansas","4","CA1","2","...","Population (persons) 1/",2236000,2247823,2246132,2255525,2264369,2267881,2278621,2298645,2317836,2332815,2347370,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858910,2869548,2885398,2893957
"20000","Kansas","4","CA1","3","...","Per capita personal income (dollars) 2/",3669,3958,4299,4773,5415,5848,6370,6849,7408,8148,9244,10066,11330,12202,12654,13809,14536,15203,15811,16522,17380,18401,18926,20139,20873,21623,22343,23686,24967,26399,27235,28764,29796,29911,30800,31978,33437,35989,37973,40610,38769,38811,42098,43380,44417
"20998","Kansas (Metropolitan Portion)","4","CA1","1","...","Personal income (thousands of dollars)",4946109,5265329,5717923,6300642,6972708,7695545,8569837,9421425,10430131,11756347,13263113,14830882,16686334,17928412,18779613,20634973,22095626,23570803,24848894,26480537,28224876,29957197,31385929,33898986,35536907,37122648,39288907,41771311,44628635,48120313,50295175,54016021,56132174,57202702,58399087,61386054,64349254,70687003,74711532,79986198,77015350,77541186,83370611,86899713,88651992
"20998","Kansas (Metropolitan Portion)","4","CA1","2","...","Population (persons) 1/",1257017,1268902,1269712,1274529,1283513,1284209,1289400,1307163,1315284,1332234,1347120,1366884,1381448,1391916,1401897,1413286,1426086,1442609,1465261,1487640,1503246,1520485,1538213,1564039,1585118,1603986,1619912,1635167,1655917,1680381,1698103,1715291,1730331,1748343,1762542,1778040,1793597,1814533,1836202,1859444,1882297,1901166,1913712,1928294,1939708
"20998","Kansas (Metropolitan Portion)","4","CA1","3","...","Per capita personal income (dollars) 2/",3935,4150,4503,4944,5433,5992,6646,7208,7930,8825,9846,10850,12079,12880,13396,14601,15494,16339,16959,17800,18776,19702,20404,21674,22419,23144,24254,25546,26951,28637,29618,31491,32440,32718,33133,34525,35877,38956,40688,43016,40916,40786,43565,45066,45704
"20999","Kansas (Nonmetropolitan Portion)","4","CA1","1","...","Personal income (thousands of dollars)",3256875,3631211,3938857,4465628,5288692,5567846,5944806,6321185,6740839,7251060,8434938,9015799,10333515,11372081,11785847,12839627,13190121,13412594,13815872,14195795,14752435,15700936,15905150,17100257,17825441,18676151,18826616,20156296,21166412,22116591,22649998,23466321,24382103,23962204,25468215,26054484,27445187,28748487,30998044,34048597,32805390,33415492,37430568,38267926,39888573
"20999","Kansas (Nonmetropolitan Portion)","4","CA1","2","...","Population (persons) 1/",978983,978921,976420,980996,980856,983672,989221,991482,1002552,1000581,1000250,1002155,1003405,1009291,1013632,1010802,1001315,990005,980106,974355,969592,960864,960509,968355,971429,976527,981095,979387,979375,980217,980235,978390,971831,965192,960462,956333,951702,948398,947583,948632,950407,957744,955836,957104,954249
"20999","Kansas (Nonmetropolitan Portion)","4","CA1","3","...","Per capita personal income (dollars) 2/",3327,3709,4034,4552,5392,5660,6010,6375,6724,7247,8433,8996,10298,11267,11627,12702,13173,13548,14096,14569,15215,16340,16559,17659,18350,19125,19189,20581,21612,22563,23107,23985,25089,24826,26517,27244,28838,30313,32713,35892,34517,34890,39160,39983,41801
"21000","Kentucky","5","CA1","1","...","Personal income (thousands of dollars)",9702046,10517373,11444607,12654522,14211061,16007267,17446401,19479915,21859904,24351940,27346211,29756525,33101679,35274077,36618128,40871805,42675845,43892933,46321516,50364229,54110047,57439392,60602940,65331832,67868805,71333862,74726628,79298191,84199361,89389076,93375118,100975675,104627434,107275315,110132754,116491986,122183749,129456528,134977268,140941910,139584986,143166233,150954494,157043042,159171693
"21000","Kentucky","5","CA1","2","...","Population (persons) 1/",3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4347698,4366869,4379730,4395295
"21000","Kentucky","5","CA1","3","...","Per capita personal income (dollars) 2/",3034,3256,3470,3793,4215,4685,5030,5518,6115,6743,7505,8121,9019,9576,9912,11060,11550,11902,12576,13686,14715,15549,16281,17350,17803,18533,19223,20232,21301,22429,23239,24938,25719,26229,26750,28097,29211,30682,31710,32855,32333,32929,34568,35857,36214
"21998","Kentucky (Metropolitan Portion)","5","CA1","1","...","Personal income (thousands of dollars)",6323541,6799094,7326272,8043890,8981327,9953825,10708997,11887386,13253344,14800616,16462996,18035603,20014093,21303456,22499620,24931422,26346387,27363302,28910424,31621493,34054171,36129057,37895530,40876351,42550056,44750071,47115537,50066991,53027350,56823925,59639084,64551020,66985512,69035044,70982948,75025220,78573291,83870122,87185302,90333885,88621518,91137282,96437368,101138147,102515013
"21998","Kentucky (Metropolitan Portion)","5","CA1","2","...","Population (persons) 1/",1781137,1808315,1838404,1848128,1866042,1891793,1902348,1923439,1935576,1949483,1963875,1972095,1971670,1983424,1988336,1987357,1993095,1995992,2001343,2007459,2013289,2028801,2043726,2070455,2101296,2125137,2147989,2168381,2190058,2211906,2234935,2258712,2277386,2293488,2315459,2338246,2365123,2393797,2425379,2453186,2478661,2505750,2522547,2540393,2558001
"21998","Kentucky (Metropolitan Portion)","5","CA1","3","...","Per capita personal income (dollars) 2/",3550,3760,3985,4352,4813,5262,5629,6180,6847,7592,8383,9145,10151,10741,11316,12545,13219,13709,14446,15752,16915,17808,18542,19743,20249,21057,21935,23090,24213,25690,26685,28579,29413,30100,30656,32086,33222,35036,35947,36823,35754,36371,38230,39812,40076
"21999","Kentucky (Nonmetropolitan Portion)","5","CA1","1","...","Personal income (thousands of dollars)",3378505,3718279,4118335,4610632,5229734,6053442,6737404,7592529,8606560,9551324,10883215,11720922,13087586,13970621,14118508,15940383,16329458,16529631,17411092,18742736,20055876,21310335,22707410,24455481,25318749,26583791,27611091,29231200,31172011,32565151,33736034,36424655,37641922,38240271,39149806,41466766,43610458,45586406,47791966,50608025,50963468,52028951,54517126,55904895,56656680
"21999","Kentucky (Nonmetropolitan Portion)","5","CA1","2","...","Population (persons) 1/",1416863,1422272,1459858,1487978,1505531,1525246,1566407,1607004,1639425,1661899,1679780,1692126,1698725,1700025,1706133,1708102,1701721,1691813,1681987,1672543,1664029,1665247,1678602,1695014,1710910,1723951,1739438,1751154,1762689,1773484,1783118,1790309,1790746,1796387,1801711,1807855,1817619,1825442,1831293,1836692,1838413,1841948,1844322,1839337,1837294
"21999","Kentucky (Nonmetropolitan Portion)","5","CA1","3","...","Per capita personal income (dollars) 2/",2384,2614,2821,3099,3474,3969,4301,4725,5250,5747,6479,6927,7704,8218,8275,9332,9596,9770,10352,11206,12053,12797,13528,14428,14798,15420,15874,16693,17684,18362,18920,20345,21020,21287,21729,22937,23993,24973,26097,27554,27721,28247,29559,30394,30837
"22000","Louisiana","5","CA1","1","...","Personal income (thousands of dollars)",10705734,11584384,12625010,13808857,15400759,17504388,19685104,22190489,24777217,28364003,32210128,37053568,42722636,45893445,47827103,50901733,52984256,53009238,53202288,56135904,59640964,64232645,67668463,72543605,76158622,81164915,85105414,88820056,93467188,97776628,99840989,105322527,112385190,115410594,119080273,125423599,134461858,142791870,156714011,167725401,163539193,169085667,176148960,186923116,190589832
"22000","Louisiana","5","CA1","2","...","Population (persons) 1/",3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4545392,4575197,4602134,4625470
"22000","Louisiana","5","CA1","3","...","Per capita personal income (dollars) 2/",2958,3174,3402,3671,4065,4581,5064,5616,6170,6963,7782,8774,9974,10544,10881,11567,12020,12029,12247,13089,14024,15215,15910,16898,17644,18669,19436,20192,21141,22020,22382,23552,25098,25662,26339,27552,29380,33187,35816,37814,36410,37199,38501,40617,41204
"22998","Louisiana (Metropolitan Portion)","5","CA1","1","...","Personal income (thousands of dollars)",8940276,9662453,10522874,11518528,12821842,14603925,16550238,18724811,20953170,24018864,27257213,31593871,36384974,39139026,40757838,43304144,45205491,45307167,45454747,47963379,51118888,55013993,57823365,62001667,65130400,69344097,72912034,76099053,80316211,84277582,85941088,90884302,96631643,99454569,102420486,107868122,115673592,122770562,135369176,144576946,140280637,145195659,151223377,160636239,163974652
"22998","Louisiana (Metropolitan Portion)","5","CA1","2","...","Population (persons) 1/",2873304,2901735,2952005,3006191,3040105,3069496,3119807,3186635,3240873,3287993,3346178,3418168,3470514,3532184,3571212,3579316,3588135,3589267,3539765,3500031,3474458,3453010,3482148,3517851,3543942,3572382,3600867,3620894,3645008,3663532,3682300,3693827,3704493,3726620,3752367,3784270,3810062,3530521,3604196,3665222,3718332,3769706,3801734,3830068,3857382
"22998","Louisiana (Metropolitan Portion)","5","CA1","3","...","Per capita personal income (dollars) 2/",3111,3330,3565,3832,4218,4758,5305,5876,6465,7305,8146,9243,10484,11081,11413,12098,12599,12623,12841,13704,14713,15932,16606,17625,18378,19411,20248,21017,22035,23004,23339,24604,26085,26688,27295,28504,30360,34774,37559,39446,37727,38516,39777,41941,42509
"22999","Louisiana (Nonmetropolitan Portion)","5","CA1","1","...","Personal income (thousands of dollars)",1765458,1921931,2102136,2290329,2578917,2900463,3134866,3465678,3824047,4345139,4952915,5459697,6337662,6754419,7069265,7597589,7778765,7702071,7747541,8172525,8522076,9218652,9845098,10541938,11028222,11820818,12193380,12721003,13150977,13499046,13899901,14438225,15753547,15956025,16659787,17555477,18788266,20021308,21344835,23148455,23258556,23890008,24925583,26286877,26615180
